matric_number,course_code,course_title,ca_score_30
MAT-2024-0321,CHM 102,Practical Chemistry I,12.6
MAT-2024-0321,CSC 102,Introduction to Problem Solving,15.5
MAT-2024-0321,GST 101,Use of English,17.0
MAT-2024-0321,CHM 101,General Chemistry I,16.1
MAT-2024-0321,BIO 101,General Biology I,17.9
MAT-2024-0321,MAT 102,General Mathematics II,9.7
MAT-2024-0322,GST 102,Nigerian Peoples and Culture,15.8
MAT-2024-0322,MAT 102,General Mathematics II,8.2
MAT-2024-0322,BIO 101,General Biology I,13.6
MAT-2024-0322,PHY 102,Practical Physics I,13.5
MAT-2024-0322,CHM 101,General Chemistry I,17.7
MAT-2024-0322,CHM 102,Practical Chemistry I,8.9
MAT-2024-0322,ENG 101,Engineering Mechanics,8.1
MAT-2024-0322,MAT 101,General Mathematics I,0.3
MAT-2024-0322,CSC 101,Introduction to Computer Science,10.6
MAT-2024-0323,CHM 102,Practical Chemistry I,17.3
MAT-2024-0323,PHY 101,General Physics I,16.6
MAT-2024-0323,ENG 101,Engineering Mechanics,24.9
MAT-2024-0323,PHY 102,Practical Physics I,8.8
MAT-2024-0323,CHM 101,General Chemistry I,15.8
MAT-2024-0323,MAT 101,General Mathematics I,18.0
MAT-2024-0324,BIO 101,General Biology I,14.4
MAT-2024-0324,CHM 101,General Chemistry I,10.8
MAT-2024-0324,CHM 102,Practical Chemistry I,17.8
MAT-2024-0324,PHY 102,Practical Physics I,16.2
MAT-2024-0324,GST 101,Use of English,9.6
MAT-2024-0324,MAT 101,General Mathematics I,18.6
MAT-2024-0324,CSC 102,Introduction to Problem Solving,11.5
MAT-2024-0324,GST 102,Nigerian Peoples and Culture,10.0
MAT-2024-0324,PHY 101,General Physics I,15.0
MAT-2024-0324,STA 101,Introductory Statistics,7.7
MAT-2024-0325,CHM 102,Practical Chemistry I,14.3
MAT-2024-0325,GST 101,Use of English,13.4
MAT-2024-0325,MAT 101,General Mathematics I,23.4
MAT-2024-0326,CSC 102,Introduction to Problem Solving,9.1
MAT-2024-0326,PHY 101,General Physics I,10.5
MAT-2024-0326,GST 101,Use of English,9.3
MAT-2024-0326,MAT 101,General Mathematics I,12.1
MAT-2024-0326,BIO 101,General Biology I,7.6
MAT-2024-0326,STA 101,Introductory Statistics,4.8
MAT-2024-0326,CHM 102,Practical Chemistry I,5.8
MAT-2024-0326,MAT 102,General Mathematics II,7.8
MAT-2024-0326,ENG 101,Engineering Mechanics,7.7
MAT-2024-0326,GST 102,Nigerian Peoples and Culture,19.5
MAT-2024-0327,GST 102,Nigerian Peoples and Culture,18.7
MAT-2024-0327,PHY 102,Practical Physics I,21.1
MAT-2024-0327,BIO 101,General Biology I,19.3
MAT-2024-0327,MAT 101,General Mathematics I,22.9
MAT-2024-0327,CSC 101,Introduction to Computer Science,15.7
MAT-2024-0327,GST 101,Use of English,18.9
MAT-2024-0327,CHM 101,General Chemistry I,23.1
MAT-2024-0328,CHM 102,Practical Chemistry I,14.8
MAT-2024-0328,BIO 101,General Biology I,23.0
MAT-2024-0328,GST 102,Nigerian Peoples and Culture,21.8
MAT-2024-0328,ENG 101,Engineering Mechanics,22.4
MAT-2024-0328,STA 101,Introductory Statistics,18.6
MAT-2024-0328,CSC 101,Introduction to Computer Science,12.9
MAT-2024-0329,GST 102,Nigerian Peoples and Culture,8.0
MAT-2024-0329,STA 101,Introductory Statistics,5.9
MAT-2024-0329,MAT 102,General Mathematics II,6.5
MAT-2024-0329,CSC 102,Introduction to Problem Solving,19.6
MAT-2024-0329,CHM 101,General Chemistry I,13.0
MAT-2024-0329,BIO 101,General Biology I,0.0
MAT-2024-0329,PHY 101,General Physics I,8.9
MAT-2024-0329,ENG 101,Engineering Mechanics,9.8
MAT-2024-0330,GST 102,Nigerian Peoples and Culture,16.2
MAT-2024-0330,CHM 101,General Chemistry I,27.5
MAT-2024-0330,GST 101,Use of English,19.0
MAT-2024-0330,CSC 102,Introduction to Problem Solving,19.1
MAT-2024-0330,PHY 102,Practical Physics I,15.6
MAT-2024-0331,CSC 102,Introduction to Problem Solving,20.6
MAT-2024-0331,MAT 102,General Mathematics II,24.7
MAT-2024-0331,BIO 101,General Biology I,17.7
MAT-2024-0331,STA 101,Introductory Statistics,29.2
MAT-2024-0332,STA 101,Introductory Statistics,11.3
MAT-2024-0332,GST 102,Nigerian Peoples and Culture,7.9
MAT-2024-0332,CHM 101,General Chemistry I,11.7
MAT-2024-0332,CHM 102,Practical Chemistry I,13.1
MAT-2024-0332,PHY 101,General Physics I,11.4
MAT-2024-0332,ENG 101,Engineering Mechanics,10.7
MAT-2024-0332,GST 101,Use of English,14.0
MAT-2024-0332,CSC 101,Introduction to Computer Science,19.7
MAT-2024-0333,CHM 101,General Chemistry I,12.8
MAT-2024-0333,MAT 101,General Mathematics I,22.8
MAT-2024-0333,MAT 102,General Mathematics II,15.3
MAT-2024-0334,STA 101,Introductory Statistics,2.1
MAT-2024-0334,BIO 101,General Biology I,10.8
MAT-2024-0335,CHM 101,General Chemistry I,26.3
MAT-2024-0335,CSC 102,Introduction to Problem Solving,23.4
MAT-2024-0335,BIO 101,General Biology I,22.3
MAT-2024-0335,GST 101,Use of English,12.1
MAT-2024-0335,PHY 102,Practical Physics I,18.9
MAT-2024-0335,MAT 102,General Mathematics II,19.7
MAT-2024-0335,CHM 102,Practical Chemistry I,14.2
MAT-2024-0335,STA 101,Introductory Statistics,17.0
MAT-2024-0335,CSC 101,Introduction to Computer Science,13.7
MAT-2024-0335,PHY 101,General Physics I,21.5
MAT-2024-0335,MAT 101,General Mathematics I,24.9
MAT-2024-0336,CSC 102,Introduction to Problem Solving,12.4
MAT-2024-0336,PHY 102,Practical Physics I,15.2
MAT-2024-0336,GST 101,Use of English,8.3
MAT-2024-0336,CHM 102,Practical Chemistry I,9.3
MAT-2024-0336,MAT 101,General Mathematics I,15.3
MAT-2024-0336,MAT 102,General Mathematics II,9.2
MAT-2024-0336,STA 101,Introductory Statistics,11.0
MAT-2024-0336,PHY 101,General Physics I,7.7
MAT-2024-0336,GST 102,Nigerian Peoples and Culture,19.1
MAT-2024-0336,CHM 101,General Chemistry I,13.9
MAT-2024-0337,STA 101,Introductory Statistics,19.8
MAT-2024-0337,CSC 102,Introduction to Problem Solving,21.0
MAT-2024-0337,BIO 101,General Biology I,14.9
MAT-2024-0337,PHY 101,General Physics I,18.9
MAT-2024-0337,CSC 101,Introduction to Computer Science,14.7
MAT-2024-0337,MAT 101,General Mathematics I,20.3
MAT-2024-0337,CHM 101,General Chemistry I,15.5
MAT-2024-0338,ENG 101,Engineering Mechanics,9.5
MAT-2024-0338,CHM 102,Practical Chemistry I,7.2
MAT-2024-0338,BIO 101,General Biology I,10.6
MAT-2024-0339,CHM 102,Practical Chemistry I,20.1
MAT-2024-0339,GST 101,Use of English,18.6
MAT-2024-0339,CHM 101,General Chemistry I,15.7
MAT-2024-0339,STA 101,Introductory Statistics,23.5
MAT-2024-0339,MAT 102,General Mathematics II,27.4
MAT-2024-0339,MAT 101,General Mathematics I,21.8
MAT-2024-0339,ENG 101,Engineering Mechanics,24.4
MAT-2024-0339,BIO 101,General Biology I,21.7
MAT-2024-0340,PHY 102,Practical Physics I,12.3
MAT-2024-0340,GST 101,Use of English,19.9
MAT-2024-0340,GST 102,Nigerian Peoples and Culture,6.8
MAT-2024-0340,MAT 101,General Mathematics I,15.7
MAT-2024-0340,CSC 101,Introduction to Computer Science,8.6
MAT-2024-0340,ENG 101,Engineering Mechanics,9.4
MAT-2024-0340,BIO 101,General Biology I,14.9
MAT-2024-0340,PHY 101,General Physics I,10.3
MAT-2024-0340,MAT 102,General Mathematics II,12.3
MAT-2024-0340,CSC 102,Introduction to Problem Solving,12.2
MAT-2024-0340,STA 101,Introductory Statistics,8.6
MAT-2024-0341,CSC 102,Introduction to Problem Solving,26.7
MAT-2024-0341,CHM 101,General Chemistry I,22.4
MAT-2024-0341,MAT 101,General Mathematics I,19.8
MAT-2024-0342,CHM 101,General Chemistry I,3.6
MAT-2024-0343,PHY 102,Practical Physics I,30.0
MAT-2024-0343,PHY 101,General Physics I,21.1
MAT-2024-0343,STA 101,Introductory Statistics,28.2
MAT-2024-0343,CHM 101,General Chemistry I,22.8
MAT-2024-0343,BIO 101,General Biology I,22.8
MAT-2024-0343,GST 102,Nigerian Peoples and Culture,28.9
MAT-2024-0343,CSC 102,Introduction to Problem Solving,24.7
MAT-2024-0343,MAT 102,General Mathematics II,23.0
MAT-2024-0343,GST 101,Use of English,13.8
MAT-2024-0343,CSC 101,Introduction to Computer Science,15.5
MAT-2024-0344,MAT 102,General Mathematics II,7.4
MAT-2024-0344,PHY 101,General Physics I,16.8
MAT-2024-0344,STA 101,Introductory Statistics,18.2
MAT-2024-0344,CSC 101,Introduction to Computer Science,6.2
MAT-2024-0345,CHM 102,Practical Chemistry I,24.3
MAT-2024-0345,CHM 101,General Chemistry I,21.8
MAT-2024-0345,CSC 101,Introduction to Computer Science,16.3
MAT-2024-0345,MAT 101,General Mathematics I,14.8
MAT-2024-0345,STA 101,Introductory Statistics,20.8
MAT-2024-0345,CSC 102,Introduction to Problem Solving,19.5
MAT-2024-0345,BIO 101,General Biology I,20.6
MAT-2024-0345,GST 102,Nigerian Peoples and Culture,20.2
MAT-2024-0346,CSC 101,Introduction to Computer Science,12.1
MAT-2024-0346,PHY 102,Practical Physics I,10.3
MAT-2024-0346,CHM 102,Practical Chemistry I,12.5
MAT-2024-0346,ENG 101,Engineering Mechanics,13.0
MAT-2024-0347,GST 102,Nigerian Peoples and Culture,14.1
MAT-2024-0347,STA 101,Introductory Statistics,11.9
MAT-2024-0347,PHY 101,General Physics I,4.2
MAT-2024-0347,ENG 101,Engineering Mechanics,10.6
MAT-2024-0347,CHM 102,Practical Chemistry I,20.7
MAT-2024-0347,CSC 101,Introduction to Computer Science,14.8
MAT-2024-0347,MAT 102,General Mathematics II,6.8
MAT-2024-0348,STA 101,Introductory Statistics,1.2
MAT-2024-0348,GST 101,Use of English,7.5
MAT-2024-0348,MAT 101,General Mathematics I,0.0
MAT-2024-0348,CHM 101,General Chemistry I,7.3
MAT-2024-0348,ENG 101,Engineering Mechanics,9.0
MAT-2024-0348,CSC 102,Introduction to Problem Solving,8.1
MAT-2024-0348,BIO 101,General Biology I,10.0
MAT-2024-0348,CSC 101,Introduction to Computer Science,9.7
MAT-2024-0349,CHM 101,General Chemistry I,21.6
MAT-2024-0349,PHY 102,Practical Physics I,13.4
MAT-2024-0349,CSC 102,Introduction to Problem Solving,7.7
MAT-2024-0349,MAT 101,General Mathematics I,18.3
MAT-2024-0349,MAT 102,General Mathematics II,11.3
MAT-2024-0349,STA 101,Introductory Statistics,15.9
MAT-2024-0350,MAT 101,General Mathematics I,18.5
MAT-2024-0350,CHM 102,Practical Chemistry I,19.5
MAT-2024-0350,PHY 101,General Physics I,17.6
MAT-2024-0350,BIO 101,General Biology I,24.9
MAT-2024-0351,CSC 101,Introduction to Computer Science,16.3
MAT-2024-0351,ENG 101,Engineering Mechanics,14.3
MAT-2024-0351,CHM 102,Practical Chemistry I,17.3
MAT-2024-0351,GST 102,Nigerian Peoples and Culture,8.9
MAT-2024-0351,CHM 101,General Chemistry I,16.2
MAT-2024-0352,CHM 102,Practical Chemistry I,22.2
MAT-2024-0352,CHM 101,General Chemistry I,30.0
MAT-2024-0353,PHY 102,Practical Physics I,12.3
MAT-2024-0353,GST 101,Use of English,18.9
MAT-2024-0353,CSC 102,Introduction to Problem Solving,11.8
MAT-2024-0353,CSC 101,Introduction to Computer Science,19.7
MAT-2024-0353,BIO 101,General Biology I,12.1
MAT-2024-0353,MAT 102,General Mathematics II,23.6
MAT-2024-0354,CSC 102,Introduction to Problem Solving,15.5
MAT-2024-0354,PHY 102,Practical Physics I,16.6
MAT-2024-0354,STA 101,Introductory Statistics,18.4
MAT-2024-0354,ENG 101,Engineering Mechanics,12.2
MAT-2024-0354,GST 102,Nigerian Peoples and Culture,19.0
MAT-2024-0354,BIO 101,General Biology I,17.2
MAT-2024-0354,MAT 102,General Mathematics II,14.9
MAT-2024-0354,CHM 101,General Chemistry I,18.6
MAT-2024-0355,GST 101,Use of English,19.7
MAT-2024-0355,MAT 102,General Mathematics II,20.7
MAT-2024-0355,CHM 102,Practical Chemistry I,22.2
MAT-2024-0355,PHY 102,Practical Physics I,28.4
MAT-2024-0355,PHY 101,General Physics I,13.6
MAT-2024-0355,BIO 101,General Biology I,27.3
MAT-2024-0355,CHM 101,General Chemistry I,17.9
MAT-2024-0355,STA 101,Introductory Statistics,21.5
MAT-2024-0355,CSC 101,Introduction to Computer Science,19.1
MAT-2024-0355,MAT 101,General Mathematics I,29.4
MAT-2024-0355,ENG 101,Engineering Mechanics,20.0
MAT-2024-0356,MAT 101,General Mathematics I,21.0
MAT-2024-0356,GST 102,Nigerian Peoples and Culture,9.6
MAT-2024-0357,GST 101,Use of English,23.2
MAT-2024-0357,PHY 102,Practical Physics I,14.5
MAT-2024-0357,GST 102,Nigerian Peoples and Culture,13.5
MAT-2024-0357,CSC 101,Introduction to Computer Science,10.9
MAT-2024-0357,CSC 102,Introduction to Problem Solving,13.8
MAT-2024-0357,STA 101,Introductory Statistics,11.6
MAT-2024-0357,ENG 101,Engineering Mechanics,11.2
MAT-2024-0357,CHM 101,General Chemistry I,8.0
MAT-2024-0357,MAT 102,General Mathematics II,21.6
MAT-2024-0358,CHM 102,Practical Chemistry I,22.8
MAT-2024-0358,GST 101,Use of English,24.7
MAT-2024-0359,BIO 101,General Biology I,16.5
MAT-2024-0359,PHY 101,General Physics I,17.0
MAT-2024-0359,GST 102,Nigerian Peoples and Culture,16.1
MAT-2024-0359,MAT 102,General Mathematics II,13.3
MAT-2024-0359,MAT 101,General Mathematics I,16.2
MAT-2024-0359,PHY 102,Practical Physics I,11.6
MAT-2024-0359,CSC 102,Introduction to Problem Solving,14.4
MAT-2024-0359,CHM 101,General Chemistry I,11.1
MAT-2024-0359,GST 101,Use of English,7.7
MAT-2024-0359,STA 101,Introductory Statistics,15.3
MAT-2024-0360,MAT 101,General Mathematics I,15.8
MAT-2024-0360,GST 102,Nigerian Peoples and Culture,18.2
MAT-2024-0360,BIO 101,General Biology I,15.8
MAT-2024-0360,CHM 101,General Chemistry I,13.8
MAT-2024-0360,MAT 102,General Mathematics II,17.1
MAT-2024-0360,ENG 101,Engineering Mechanics,17.0
MAT-2024-0360,CSC 101,Introduction to Computer Science,24.9
MAT-2024-0360,CSC 102,Introduction to Problem Solving,14.2
MAT-2024-0360,PHY 101,General Physics I,16.8
MAT-2024-0360,STA 101,Introductory Statistics,16.4
MAT-2024-0361,ENG 101,Engineering Mechanics,14.6
MAT-2024-0362,CSC 102,Introduction to Problem Solving,11.2
MAT-2024-0362,PHY 101,General Physics I,6.4
MAT-2024-0362,GST 102,Nigerian Peoples and Culture,16.5
MAT-2024-0362,MAT 101,General Mathematics I,10.9
MAT-2024-0362,MAT 102,General Mathematics II,5.8
MAT-2024-0362,BIO 101,General Biology I,14.6
MAT-2024-0363,CHM 101,General Chemistry I,14.3
MAT-2024-0364,CSC 101,Introduction to Computer Science,10.8
MAT-2024-0364,MAT 102,General Mathematics II,13.8
MAT-2024-0364,CHM 102,Practical Chemistry I,4.9
MAT-2024-0364,ENG 101,Engineering Mechanics,10.0
MAT-2024-0364,STA 101,Introductory Statistics,6.6
MAT-2024-0364,PHY 102,Practical Physics I,17.1
MAT-2024-0364,GST 101,Use of English,9.9
MAT-2024-0365,ENG 101,Engineering Mechanics,9.6
MAT-2024-0365,PHY 101,General Physics I,18.3
MAT-2024-0365,CHM 102,Practical Chemistry I,12.7
MAT-2024-0365,GST 102,Nigerian Peoples and Culture,20.1
MAT-2024-0365,CSC 101,Introduction to Computer Science,19.1
MAT-2024-0365,STA 101,Introductory Statistics,16.0
MAT-2024-0365,MAT 101,General Mathematics I,25.7
MAT-2024-0366,GST 102,Nigerian Peoples and Culture,23.3
MAT-2024-0366,ENG 101,Engineering Mechanics,18.3
MAT-2024-0366,MAT 102,General Mathematics II,19.8
MAT-2024-0367,CSC 102,Introduction to Problem Solving,14.8
MAT-2024-0367,GST 101,Use of English,12.8
MAT-2024-0367,MAT 101,General Mathematics I,16.3
MAT-2024-0368,CHM 101,General Chemistry I,13.4
MAT-2024-0369,CHM 102,Practical Chemistry I,20.2
MAT-2024-0369,CSC 102,Introduction to Problem Solving,14.2
MAT-2024-0369,GST 102,Nigerian Peoples and Culture,13.3
MAT-2024-0369,ENG 101,Engineering Mechanics,7.8
MAT-2024-0369,MAT 102,General Mathematics II,14.6
MAT-2024-0369,PHY 102,Practical Physics I,11.6
MAT-2024-0369,BIO 101,General Biology I,12.9
MAT-2024-0369,PHY 101,General Physics I,8.2
MAT-2024-0370,BIO 101,General Biology I,21.7
MAT-2024-0370,STA 101,Introductory Statistics,16.1
MAT-2024-0370,CSC 101,Introduction to Computer Science,15.0
MAT-2024-0370,CHM 101,General Chemistry I,11.5
MAT-2024-0371,CSC 102,Introduction to Problem Solving,18.2
MAT-2024-0371,PHY 101,General Physics I,24.4
MAT-2024-0371,MAT 101,General Mathematics I,26.1
MAT-2024-0371,ENG 101,Engineering Mechanics,18.2
MAT-2024-0372,MAT 102,General Mathematics II,4.6
MAT-2024-0372,MAT 101,General Mathematics I,10.2
MAT-2024-0372,GST 101,Use of English,7.5
MAT-2024-0372,CHM 102,Practical Chemistry I,9.7
MAT-2024-0372,PHY 101,General Physics I,9.1
MAT-2024-0372,GST 102,Nigerian Peoples and Culture,6.2
MAT-2024-0372,CHM 101,General Chemistry I,7.4
MAT-2024-0372,CSC 102,Introduction to Problem Solving,6.4
MAT-2024-0372,PHY 102,Practical Physics I,8.3
MAT-2024-0372,STA 101,Introductory Statistics,4.5
MAT-2024-0373,CSC 102,Introduction to Problem Solving,16.2
MAT-2024-0373,MAT 101,General Mathematics I,18.2
MAT-2024-0373,ENG 101,Engineering Mechanics,12.2
MAT-2024-0373,BIO 101,General Biology I,21.4
MAT-2024-0374,GST 102,Nigerian Peoples and Culture,17.0
MAT-2024-0374,GST 101,Use of English,17.5
MAT-2024-0374,MAT 101,General Mathematics I,18.0
MAT-2024-0374,CSC 101,Introduction to Computer Science,24.5
MAT-2024-0375,CHM 101,General Chemistry I,15.4
MAT-2024-0375,GST 101,Use of English,14.7
MAT-2024-0375,PHY 102,Practical Physics I,16.6
MAT-2024-0375,STA 101,Introductory Statistics,14.5
MAT-2024-0375,CHM 102,Practical Chemistry I,15.9
MAT-2024-0375,CSC 102,Introduction to Problem Solving,16.3
MAT-2024-0375,CSC 101,Introduction to Computer Science,15.5
MAT-2024-0375,PHY 101,General Physics I,14.9
MAT-2024-0375,MAT 102,General Mathematics II,12.0
MAT-2024-0376,ENG 101,Engineering Mechanics,24.0
MAT-2024-0376,CHM 101,General Chemistry I,17.5
MAT-2024-0376,CSC 102,Introduction to Problem Solving,14.5
MAT-2024-0376,MAT 101,General Mathematics I,17.4
MAT-2024-0377,PHY 102,Practical Physics I,14.7
MAT-2024-0377,CSC 102,Introduction to Problem Solving,10.5
MAT-2024-0377,CSC 101,Introduction to Computer Science,4.8
MAT-2024-0377,ENG 101,Engineering Mechanics,4.9
MAT-2024-0377,GST 102,Nigerian Peoples and Culture,10.3
MAT-2024-0377,BIO 101,General Biology I,7.8
MAT-2024-0377,MAT 101,General Mathematics I,8.5
MAT-2024-0377,CHM 102,Practical Chemistry I,13.9
MAT-2024-0377,GST 101,Use of English,12.8
MAT-2024-0378,STA 101,Introductory Statistics,28.0
MAT-2024-0378,CSC 102,Introduction to Problem Solving,17.4
MAT-2024-0378,ENG 101,Engineering Mechanics,29.3
MAT-2024-0378,CHM 102,Practical Chemistry I,24.0
MAT-2024-0378,CSC 101,Introduction to Computer Science,20.4
MAT-2024-0378,CHM 101,General Chemistry I,14.7
MAT-2024-0378,GST 101,Use of English,15.3
MAT-2024-0378,PHY 101,General Physics I,21.3
MAT-2024-0378,BIO 101,General Biology I,20.8
MAT-2024-0379,GST 101,Use of English,16.8
MAT-2024-0379,MAT 102,General Mathematics II,16.0
MAT-2024-0379,CHM 101,General Chemistry I,16.7
MAT-2024-0379,CSC 101,Introduction to Computer Science,21.9
MAT-2024-0379,BIO 101,General Biology I,13.1
MAT-2024-0379,MAT 101,General Mathematics I,21.9
MAT-2024-0379,CHM 102,Practical Chemistry I,9.3
MAT-2024-0379,CSC 102,Introduction to Problem Solving,19.0
MAT-2024-0380,GST 102,Nigerian Peoples and Culture,19.9
MAT-2024-0380,MAT 102,General Mathematics II,18.0
MAT-2024-0380,CSC 101,Introduction to Computer Science,20.2
MAT-2024-0380,ENG 101,Engineering Mechanics,21.7
MAT-2024-0380,GST 101,Use of English,20.5
MAT-2024-0380,CHM 101,General Chemistry I,21.2
MAT-2024-0380,PHY 101,General Physics I,23.4
MAT-2024-0381,CHM 102,Practical Chemistry I,21.9
MAT-2024-0381,PHY 101,General Physics I,21.1
MAT-2024-0381,BIO 101,General Biology I,20.6
MAT-2024-0381,STA 101,Introductory Statistics,19.1
MAT-2024-0381,CSC 102,Introduction to Problem Solving,18.1
MAT-2024-0381,GST 101,Use of English,22.7
MAT-2024-0382,CHM 101,General Chemistry I,22.9
MAT-2024-0383,CHM 102,Practical Chemistry I,14.8
MAT-2024-0383,PHY 102,Practical Physics I,16.1
MAT-2024-0383,CSC 102,Introduction to Problem Solving,14.0
MAT-2024-0383,MAT 101,General Mathematics I,16.4
MAT-2024-0383,PHY 101,General Physics I,22.2
MAT-2024-0383,GST 101,Use of English,14.0
MAT-2024-0383,ENG 101,Engineering Mechanics,13.3
MAT-2024-0384,CSC 102,Introduction to Problem Solving,9.3
MAT-2024-0384,CHM 102,Practical Chemistry I,8.3
MAT-2024-0384,GST 102,Nigerian Peoples and Culture,23.7
MAT-2024-0384,GST 101,Use of English,11.7
MAT-2024-0384,BIO 101,General Biology I,5.0
MAT-2024-0384,PHY 102,Practical Physics I,18.6
MAT-2024-0384,ENG 101,Engineering Mechanics,15.1
MAT-2024-0384,CSC 101,Introduction to Computer Science,9.6
MAT-2024-0384,STA 101,Introductory Statistics,8.9
MAT-2024-0384,MAT 101,General Mathematics I,15.4
MAT-2024-0385,GST 101,Use of English,14.5
MAT-2024-0385,CSC 102,Introduction to Problem Solving,18.5
MAT-2024-0385,PHY 101,General Physics I,22.5
MAT-2024-0385,BIO 101,General Biology I,14.0
MAT-2024-0386,CSC 102,Introduction to Problem Solving,7.2
MAT-2024-0386,PHY 102,Practical Physics I,21.3
MAT-2024-0386,GST 101,Use of English,18.2
MAT-2024-0386,ENG 101,Engineering Mechanics,15.8
MAT-2024-0387,GST 102,Nigerian Peoples and Culture,9.4
MAT-2024-0387,STA 101,Introductory Statistics,15.6
MAT-2024-0387,CHM 101,General Chemistry I,19.9
MAT-2024-0387,ENG 101,Engineering Mechanics,13.5
MAT-2024-0388,GST 102,Nigerian Peoples and Culture,12.1
MAT-2024-0388,CHM 102,Practical Chemistry I,18.3
MAT-2024-0388,STA 101,Introductory Statistics,15.9
MAT-2024-0388,CHM 101,General Chemistry I,20.6
MAT-2024-0388,PHY 102,Practical Physics I,14.7
MAT-2024-0388,CSC 102,Introduction to Problem Solving,10.3
MAT-2024-0388,MAT 102,General Mathematics II,19.1
MAT-2024-0388,GST 101,Use of English,12.1
MAT-2024-0389,PHY 101,General Physics I,20.8
MAT-2024-0389,CSC 102,Introduction to Problem Solving,17.3
MAT-2024-0389,BIO 101,General Biology I,28.5
MAT-2024-0389,STA 101,Introductory Statistics,21.1
MAT-2024-0389,GST 101,Use of English,23.6
MAT-2024-0389,PHY 102,Practical Physics I,21.4
